,TIME,SMALLPARTICLES,LARGEPARTICLES,segment_idx,direction,LINE,ROUTE,START_STATION,END_STATION,length,GRADE,load
27,2019-11-20 11:36:00,4928,122,92,-1,Orange,Orange,Tufts Medical Center,Chinatown,406.7780430767919,7,baseline
66,2019-11-20 12:15:00,1549,45,92,1,Orange,Orange,Tufts Medical Center,Chinatown,406.7780430767919,7,baseline
121,2019-11-20 13:10:00,6758,213,92,-1,Orange,Orange,Tufts Medical Center,Chinatown,406.7780430767919,7,baseline
122,2019-11-20 13:11:00,8158,324,92,-1,Orange,Orange,Tufts Medical Center,Chinatown,406.7780430767919,7,baseline
30,2019-11-06 10:37:00,4676,121,77,-1,Orange,Orange,Back Bay,Tufts Medical Center,963.9136765310237,"6,7",baseline
31,2019-11-06 10:38:00,3434,84,77,-1,Orange,Orange,Back Bay,Tufts Medical Center,963.9136765310237,"6,7",baseline
59,2019-11-06 11:06:00,1962,60,77,1,Orange,Orange,Back Bay,Tufts Medical Center,963.9136765310237,"6,7",baseline
60,2019-11-06 11:07:00,4078,199,77,1,Orange,Orange,Back Bay,Tufts Medical Center,963.9136765310237,"6,7",baseline
116,2019-11-06 12:03:00,3317,79,77,-1,Orange,Orange,Back Bay,Tufts Medical Center,963.9136765310237,"6,7",baseline
117,2019-11-06 12:04:00,2880,94,77,-1,Orange,Orange,Back Bay,Tufts Medical Center,963.9136765310237,"6,7",baseline
150,2019-11-06 12:37:00,1824,66,77,1,Orange,Orange,Back Bay,Tufts Medical Center,963.9136765310237,"6,7",baseline
151,2019-11-06 12:38:00,3367,142,77,1,Orange,Orange,Back Bay,Tufts Medical Center,963.9136765310237,"6,7",baseline
18,2019-11-11 07:11:00,5803,191,77,1,Orange,Orange,Back Bay,Tufts Medical Center,963.9136765310237,"6,7",rush_hour
79,2019-11-11 08:12:00,7608,208,77,-1,Orange,Orange,Back Bay,Tufts Medical Center,963.9136765310237,"6,7",rush_hour
80,2019-11-11 08:13:00,6632,286,77,-1,Orange,Orange,Back Bay,Tufts Medical Center,963.9136765310237,"6,7",rush_hour
29,2019-11-20 11:38:00,4385,179,77,-1,Orange,Orange,Back Bay,Tufts Medical Center,963.9136765310237,"6,7",baseline
64,2019-11-20 12:13:00,2248,106,77,1,Orange,Orange,Back Bay,Tufts Medical Center,963.9136765310237,"6,7",baseline
123,2019-11-20 13:12:00,6493,206,77,-1,Orange,Orange,Back Bay,Tufts Medical Center,963.9136765310237,"6,7",baseline
124,2019-11-20 13:13:00,5157,150,77,-1,Orange,Orange,Back Bay,Tufts Medical Center,963.9136765310237,"6,7",baseline
32,2019-11-06 10:39:00,2800,71,85,-1,Orange,Orange,Massachusetts Ave,Back Bay,1057.487101473577,"6,7",baseline
33,2019-11-06 10:40:00,3985,163,85,-1,Orange,Orange,Massachusetts Ave,Back Bay,1057.487101473577,"6,7",baseline
57,2019-11-06 11:04:00,1568,49,85,1,Orange,Orange,Massachusetts Ave,Back Bay,1057.487101473577,"6,7",baseline
58,2019-11-06 11:05:00,1245,37,85,1,Orange,Orange,Massachusetts Ave,Back Bay,1057.487101473577,"6,7",baseline
119,2019-11-06 12:06:00,2375,88,85,-1,Orange,Orange,Massachusetts Ave,Back Bay,1057.487101473577,"6,7",baseline
148,2019-11-06 12:35:00,1964,63,85,1,Orange,Orange,Massachusetts Ave,Back Bay,1057.487101473577,"6,7",baseline
149,2019-11-06 12:36:00,1359,59,85,1,Orange,Orange,Massachusetts Ave,Back Bay,1057.487101473577,"6,7",baseline
15,2019-11-11 07:08:00,1969,59,85,1,Orange,Orange,Massachusetts Ave,Back Bay,1057.487101473577,"6,7",rush_hour
16,2019-11-11 07:09:00,2101,68,85,1,Orange,Orange,Massachusetts Ave,Back Bay,1057.487101473577,"6,7",rush_hour
82,2019-11-11 08:15:00,5045,164,85,-1,Orange,Orange,Massachusetts Ave,Back Bay,1057.487101473577,"6,7",rush_hour
83,2019-11-11 08:16:00,5297,202,85,-1,Orange,Orange,Massachusetts Ave,Back Bay,1057.487101473577,"6,7",rush_hour
31,2019-11-20 11:40:00,2175,50,85,-1,Orange,Orange,Massachusetts Ave,Back Bay,1057.487101473577,"6,7",baseline
32,2019-11-20 11:41:00,1745,35,85,-1,Orange,Orange,Massachusetts Ave,Back Bay,1057.487101473577,"6,7",baseline
60,2019-11-20 12:09:00,991,38,85,1,Orange,Orange,Massachusetts Ave,Back Bay,1057.487101473577,"6,7",baseline
61,2019-11-20 12:10:00,838,35,85,1,Orange,Orange,Massachusetts Ave,Back Bay,1057.487101473577,"6,7",baseline
62,2019-11-20 12:11:00,1125,29,85,1,Orange,Orange,Massachusetts Ave,Back Bay,1057.487101473577,"6,7",baseline
125,2019-11-20 13:14:00,3991,113,85,-1,Orange,Orange,Massachusetts Ave,Back Bay,1057.487101473577,"6,7",baseline
126,2019-11-20 13:15:00,3153,102,85,-1,Orange,Orange,Massachusetts Ave,Back Bay,1057.487101473577,"6,7",baseline
34,2019-11-06 10:41:00,3346,106,88,-1,Orange,Orange,Ruggles,Massachusetts Ave,654.5157231154988,6,baseline
35,2019-11-06 10:42:00,2387,78,88,-1,Orange,Orange,Ruggles,Massachusetts Ave,654.5157231154988,6,baseline
55,2019-11-06 11:02:00,1775,79,88,1,Orange,Orange,Ruggles,Massachusetts Ave,654.5157231154988,6,baseline
56,2019-11-06 11:03:00,1697,59,88,1,Orange,Orange,Ruggles,Massachusetts Ave,654.5157231154988,6,baseline
121,2019-11-06 12:08:00,2342,125,88,-1,Orange,Orange,Ruggles,Massachusetts Ave,654.5157231154988,6,baseline
147,2019-11-06 12:34:00,2054,82,88,1,Orange,Orange,Ruggles,Massachusetts Ave,654.5157231154988,6,baseline
84,2019-11-11 08:17:00,4557,176,88,-1,Orange,Orange,Ruggles,Massachusetts Ave,654.5157231154988,6,rush_hour
85,2019-11-11 08:18:00,3343,100,88,-1,Orange,Orange,Ruggles,Massachusetts Ave,654.5157231154988,6,rush_hour
34,2019-11-20 11:43:00,1893,78,88,-1,Orange,Orange,Ruggles,Massachusetts Ave,654.5157231154988,6,baseline
58,2019-11-20 12:07:00,990,45,88,1,Orange,Orange,Ruggles,Massachusetts Ave,654.5157231154988,6,baseline
59,2019-11-20 12:08:00,1354,69,88,1,Orange,Orange,Ruggles,Massachusetts Ave,654.5157231154988,6,baseline
128,2019-11-20 13:17:00,2625,92,88,-1,Orange,Orange,Ruggles,Massachusetts Ave,654.5157231154988,6,baseline
36,2019-11-06 10:43:00,1876,52,87,-1,Orange,Orange,Roxbury Crossing,Ruggles,838.2702707206946,"6,7",baseline
53,2019-11-06 11:00:00,2057,89,87,1,Orange,Orange,Roxbury Crossing,Ruggles,838.2702707206946,"6,7",baseline
54,2019-11-06 11:01:00,2010,96,87,1,Orange,Orange,Roxbury Crossing,Ruggles,838.2702707206946,"6,7",baseline
123,2019-11-06 12:10:00,1218,46,87,-1,Orange,Orange,Roxbury Crossing,Ruggles,838.2702707206946,"6,7",baseline
145,2019-11-06 12:32:00,1843,83,87,1,Orange,Orange,Roxbury Crossing,Ruggles,838.2702707206946,"6,7",baseline
11,2019-11-11 07:04:00,2252,63,87,1,Orange,Orange,Roxbury Crossing,Ruggles,838.2702707206946,"6,7",rush_hour
87,2019-11-11 08:20:00,2324,74,87,-1,Orange,Orange,Roxbury Crossing,Ruggles,838.2702707206946,"6,7",rush_hour
36,2019-11-20 11:45:00,1000,33,87,-1,Orange,Orange,Roxbury Crossing,Ruggles,838.2702707206946,"6,7",baseline
57,2019-11-20 12:06:00,1122,58,87,1,Orange,Orange,Roxbury Crossing,Ruggles,838.2702707206946,"6,7",baseline
130,2019-11-20 13:19:00,1329,36,87,-1,Orange,Orange,Roxbury Crossing,Ruggles,838.2702707206946,"6,7",baseline
38,2019-11-06 10:45:00,1109,36,83,-1,Orange,Orange,Jackson Square,Roxbury Crossing,917.0278378916065,"6,7",baseline
52,2019-11-06 10:59:00,1656,69,83,1,Orange,Orange,Jackson Square,Roxbury Crossing,917.0278378916065,"6,7",baseline
124,2019-11-06 12:11:00,1093,34,83,-1,Orange,Orange,Jackson Square,Roxbury Crossing,917.0278378916065,"6,7",baseline
125,2019-11-06 12:12:00,1034,34,83,-1,Orange,Orange,Jackson Square,Roxbury Crossing,917.0278378916065,"6,7",baseline
143,2019-11-06 12:30:00,1234,50,83,1,Orange,Orange,Jackson Square,Roxbury Crossing,917.0278378916065,"6,7",baseline
144,2019-11-06 12:31:00,1565,54,83,1,Orange,Orange,Jackson Square,Roxbury Crossing,917.0278378916065,"6,7",baseline
8,2019-11-11 07:01:00,1532,35,83,1,Orange,Orange,Jackson Square,Roxbury Crossing,917.0278378916065,"6,7",rush_hour
9,2019-11-11 07:02:00,2499,112,83,1,Orange,Orange,Jackson Square,Roxbury Crossing,917.0278378916065,"6,7",rush_hour
88,2019-11-11 08:21:00,2052,49,83,-1,Orange,Orange,Jackson Square,Roxbury Crossing,917.0278378916065,"6,7",rush_hour
89,2019-11-11 08:22:00,2241,60,83,-1,Orange,Orange,Jackson Square,Roxbury Crossing,917.0278378916065,"6,7",rush_hour
38,2019-11-20 11:47:00,952,39,83,-1,Orange,Orange,Jackson Square,Roxbury Crossing,917.0278378916065,"6,7",baseline
55,2019-11-20 12:04:00,1002,41,83,1,Orange,Orange,Jackson Square,Roxbury Crossing,917.0278378916065,"6,7",baseline
132,2019-11-20 13:21:00,913,28,83,-1,Orange,Orange,Jackson Square,Roxbury Crossing,917.0278378916065,"6,7",baseline
40,2019-11-06 10:47:00,1012,45,90,-1,Orange,Orange,Stony Brook,Jackson Square,771.4165274699152,"6,7",baseline
50,2019-11-06 10:57:00,1654,90,90,1,Orange,Orange,Stony Brook,Jackson Square,771.4165274699152,"6,7",baseline
126,2019-11-06 12:13:00,1171,56,90,-1,Orange,Orange,Stony Brook,Jackson Square,771.4165274699152,"6,7",baseline
141,2019-11-06 12:28:00,1338,66,90,1,Orange,Orange,Stony Brook,Jackson Square,771.4165274699152,"6,7",baseline
142,2019-11-06 12:29:00,1340,49,90,1,Orange,Orange,Stony Brook,Jackson Square,771.4165274699152,"6,7",baseline
6,2019-11-11 06:59:00,1401,40,90,1,Orange,Orange,Stony Brook,Jackson Square,771.4165274699152,"6,7",rush_hour
7,2019-11-11 07:00:00,1794,49,90,1,Orange,Orange,Stony Brook,Jackson Square,771.4165274699152,"6,7",rush_hour
90,2019-11-11 08:23:00,2217,65,90,-1,Orange,Orange,Stony Brook,Jackson Square,771.4165274699152,"6,7",rush_hour
91,2019-11-11 08:24:00,2743,95,90,-1,Orange,Orange,Stony Brook,Jackson Square,771.4165274699152,"6,7",rush_hour
40,2019-11-20 11:49:00,1286,45,90,-1,Orange,Orange,Stony Brook,Jackson Square,771.4165274699152,"6,7",baseline
53,2019-11-20 12:02:00,1365,94,90,1,Orange,Orange,Stony Brook,Jackson Square,771.4165274699152,"6,7",baseline
133,2019-11-20 13:22:00,1056,34,90,-1,Orange,Orange,Stony Brook,Jackson Square,771.4165274699152,"6,7",baseline
134,2019-11-20 13:23:00,1443,71,90,-1,Orange,Orange,Stony Brook,Jackson Square,771.4165274699152,"6,7",baseline
41,2019-11-06 10:48:00,1106,49,82,-1,Orange,Orange,Green Street,Stony Brook,856.9172303893781,"6,7",baseline
42,2019-11-06 10:49:00,973,37,82,-1,Orange,Orange,Green Street,Stony Brook,856.9172303893781,"6,7",baseline
48,2019-11-06 10:55:00,923,37,82,1,Orange,Orange,Green Street,Stony Brook,856.9172303893781,"6,7",baseline
49,2019-11-06 10:56:00,1186,47,82,1,Orange,Orange,Green Street,Stony Brook,856.9172303893781,"6,7",baseline
128,2019-11-06 12:15:00,1289,51,82,-1,Orange,Orange,Green Street,Stony Brook,856.9172303893781,"6,7",baseline
140,2019-11-06 12:27:00,1305,71,82,1,Orange,Orange,Green Street,Stony Brook,856.9172303893781,"6,7",baseline
4,2019-11-11 06:57:00,1341,39,82,1,Orange,Orange,Green Street,Stony Brook,856.9172303893781,"6,7",rush_hour
5,2019-11-11 06:58:00,1527,41,82,1,Orange,Orange,Green Street,Stony Brook,856.9172303893781,"6,7",rush_hour
92,2019-11-11 08:25:00,2403,66,82,-1,Orange,Orange,Green Street,Stony Brook,856.9172303893781,"6,7",rush_hour
41,2019-11-20 11:50:00,1183,35,82,-1,Orange,Orange,Green Street,Stony Brook,856.9172303893781,"6,7",baseline
42,2019-11-20 11:51:00,1227,47,82,-1,Orange,Orange,Green Street,Stony Brook,856.9172303893781,"6,7",baseline
51,2019-11-20 12:00:00,1297,56,82,1,Orange,Orange,Green Street,Stony Brook,856.9172303893781,"6,7",baseline
52,2019-11-20 12:01:00,1150,51,82,1,Orange,Orange,Green Street,Stony Brook,856.9172303893781,"6,7",baseline
43,2019-11-06 10:50:00,1003,44,81,-1,Orange,Orange,Forest Hills,Green Street,1133.5068933803807,"6,7",baseline
44,2019-11-06 10:51:00,858,46,81,-1,Orange,Orange,Forest Hills,Green Street,1133.5068933803807,"6,7",baseline
46,2019-11-06 10:53:00,696,29,81,1,Orange,Orange,Forest Hills,Green Street,1133.5068933803807,"6,7",baseline
47,2019-11-06 10:54:00,682,29,81,1,Orange,Orange,Forest Hills,Green Street,1133.5068933803807,"6,7",baseline
130,2019-11-06 12:17:00,1172,53,81,-1,Orange,Orange,Forest Hills,Green Street,1133.5068933803807,"6,7",baseline
131,2019-11-06 12:18:00,1089,59,81,-1,Orange,Orange,Forest Hills,Green Street,1133.5068933803807,"6,7",baseline
137,2019-11-06 12:24:00,596,15,81,1,Orange,Orange,Forest Hills,Green Street,1133.5068933803807,"6,7",baseline
138,2019-11-06 12:25:00,495,19,81,1,Orange,Orange,Forest Hills,Green Street,1133.5068933803807,"6,7",baseline
1,2019-11-11 06:54:00,1720,91,81,1,Orange,Orange,Forest Hills,Green Street,1133.5068933803807,"6,7",rush_hour
2,2019-11-11 06:55:00,1365,54,81,1,Orange,Orange,Forest Hills,Green Street,1133.5068933803807,"6,7",rush_hour
94,2019-11-11 08:27:00,2792,99,81,-1,Orange,Orange,Forest Hills,Green Street,1133.5068933803807,"6,7",rush_hour
95,2019-11-11 08:28:00,2579,76,81,-1,Orange,Orange,Forest Hills,Green Street,1133.5068933803807,"6,7",rush_hour
96,2019-11-11 08:29:00,2426,55,81,-1,Orange,Orange,Forest Hills,Green Street,1133.5068933803807,"6,7",rush_hour
43,2019-11-20 11:52:00,1001,35,81,-1,Orange,Orange,Forest Hills,Green Street,1133.5068933803807,"6,7",baseline
44,2019-11-20 11:53:00,815,23,81,-1,Orange,Orange,Forest Hills,Green Street,1133.5068933803807,"6,7",baseline
49,2019-11-20 11:58:00,1828,151,81,1,Orange,Orange,Forest Hills,Green Street,1133.5068933803807,"6,7",baseline
50,2019-11-20 11:59:00,1506,97,81,1,Orange,Orange,Forest Hills,Green Street,1133.5068933803807,"6,7",baseline
137,2019-11-20 13:26:00,1010,25,81,-1,Orange,Orange,Forest Hills,Green Street,1133.5068933803807,"6,7",baseline
138,2019-11-20 13:27:00,1086,32,81,-1,Orange,Orange,Forest Hills,Green Street,1133.5068933803807,"6,7",baseline
2,2019-11-10 21:44:00,1530,39,43,-1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",
3,2019-11-10 21:45:00,1422,42,43,-1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",
4,2019-11-10 21:46:00,1187,22,43,-1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",
5,2019-11-10 21:47:00,890,18,43,-1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",
49,2019-11-10 22:34:00,471,12,43,1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",baseline
50,2019-11-10 22:35:00,523,26,43,1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",baseline
51,2019-11-10 22:36:00,581,23,43,1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",baseline
57,2019-11-10 22:54:00,5112,383,43,-1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",baseline
58,2019-11-10 22:55:00,4389,345,43,-1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",baseline
59,2019-11-10 22:56:00,3727,246,43,-1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",baseline
94,2019-11-10 23:33:00,484,7,43,1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",baseline
95,2019-11-10 23:34:00,523,17,43,1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",baseline
96,2019-11-10 23:35:00,612,25,43,1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",baseline
3,2019-11-17 22:03:00,1969,91,43,-1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",baseline
4,2019-11-17 22:04:00,1540,53,43,-1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",baseline
39,2019-11-17 22:41:00,410,25,43,1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",baseline
40,2019-11-17 22:42:00,473,30,43,1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",baseline
41,2019-11-17 22:43:00,617,36,43,1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",baseline
45,2019-11-17 22:57:00,2387,119,43,-1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",baseline
46,2019-11-17 22:58:00,1838,84,43,-1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",baseline
77,2019-11-17 23:38:00,326,12,43,1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",baseline
78,2019-11-17 23:39:00,304,12,43,1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",baseline
79,2019-11-17 23:40:00,384,21,43,1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",baseline
80,2019-11-17 23:41:00,536,24,43,1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",baseline
132,2019-12-02 07:51:00,1453,59,43,-1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",rush_hour
133,2019-12-02 07:52:00,1238,65,43,-1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",rush_hour
134,2019-12-02 07:53:00,1027,37,43,-1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",rush_hour
132,2019-12-02 07:51:00,1453,59,43,-1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",rush_hour
133,2019-12-02 07:52:00,1238,65,43,-1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",rush_hour
134,2019-12-02 07:53:00,1027,37,43,-1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",rush_hour
174,2019-12-02 08:39:00,172,7,43,1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",rush_hour
175,2019-12-02 08:40:00,134,8,43,1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",rush_hour
176,2019-12-02 08:41:00,241,9,43,1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",rush_hour
174,2019-12-02 08:39:00,172,7,43,1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",rush_hour
175,2019-12-02 08:40:00,134,8,43,1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",rush_hour
176,2019-12-02 08:41:00,241,9,43,1,Green,C,Saint Marys Street,Kenmore,1022.7301053349779,"2,7",rush_hour
7,2019-11-10 21:49:00,587,14,41,-1,Green,C,Hawes Street,Saint Marys Street,347.78978377588373,2,
8,2019-11-10 21:50:00,494,7,41,-1,Green,C,Hawes Street,Saint Marys Street,347.78978377588373,2,
47,2019-11-10 22:32:00,486,9,41,1,Green,C,Hawes Street,Saint Marys Street,347.78978377588373,2,baseline
60,2019-11-10 22:57:00,3357,211,41,-1,Green,C,Hawes Street,Saint Marys Street,347.78978377588373,2,baseline
61,2019-11-10 22:58:00,2919,172,41,-1,Green,C,Hawes Street,Saint Marys Street,347.78978377588373,2,baseline
92,2019-11-10 23:31:00,500,15,41,1,Green,C,Hawes Street,Saint Marys Street,347.78978377588373,2,baseline
5,2019-11-17 22:05:00,1400,40,41,-1,Green,C,Hawes Street,Saint Marys Street,347.78978377588373,2,baseline
6,2019-11-17 22:06:00,1015,32,41,-1,Green,C,Hawes Street,Saint Marys Street,347.78978377588373,2,baseline
37,2019-11-17 22:39:00,371,17,41,1,Green,C,Hawes Street,Saint Marys Street,347.78978377588373,2,baseline
48,2019-11-17 23:00:00,1005,38,41,-1,Green,C,Hawes Street,Saint Marys Street,347.78978377588373,2,baseline
76,2019-11-17 23:37:00,363,18,41,1,Green,C,Hawes Street,Saint Marys Street,347.78978377588373,2,baseline
135,2019-12-02 07:54:00,794,42,41,-1,Green,C,Hawes Street,Saint Marys Street,347.78978377588373,2,rush_hour
135,2019-12-02 07:54:00,794,42,41,-1,Green,C,Hawes Street,Saint Marys Street,347.78978377588373,2,rush_hour
172,2019-12-02 08:37:00,130,7,41,1,Green,C,Hawes Street,Saint Marys Street,347.78978377588373,2,rush_hour
172,2019-12-02 08:37:00,130,7,41,1,Green,C,Hawes Street,Saint Marys Street,347.78978377588373,2,rush_hour
9,2019-11-10 21:51:00,449,5,42,-1,Green,C,Kent Street,Hawes Street,273.61054906964205,2,
45,2019-11-10 22:30:00,474,16,42,1,Green,C,Kent Street,Hawes Street,273.61054906964205,2,baseline
62,2019-11-10 22:59:00,2550,144,42,-1,Green,C,Kent Street,Hawes Street,273.61054906964205,2,baseline
36,2019-11-17 22:38:00,419,22,42,1,Green,C,Kent Street,Hawes Street,273.61054906964205,2,baseline
49,2019-11-17 23:01:00,728,24,42,-1,Green,C,Kent Street,Hawes Street,273.61054906964205,2,baseline
75,2019-11-17 23:36:00,442,25,42,1,Green,C,Kent Street,Hawes Street,273.61054906964205,2,baseline
136,2019-12-02 07:55:00,537,24,42,-1,Green,C,Kent Street,Hawes Street,273.61054906964205,2,rush_hour
136,2019-12-02 07:55:00,537,24,42,-1,Green,C,Kent Street,Hawes Street,273.61054906964205,2,rush_hour
170,2019-12-02 08:35:00,172,17,42,1,Green,C,Kent Street,Hawes Street,273.61054906964205,2,rush_hour
170,2019-12-02 08:35:00,172,17,42,1,Green,C,Kent Street,Hawes Street,273.61054906964205,2,rush_hour
10,2019-11-10 21:52:00,393,4,44,-1,Green,C,Saint Paul Street C,Kent Street,254.77164500389068,2,
63,2019-11-10 23:00:00,2218,110,44,-1,Green,C,Saint Paul Street C,Kent Street,254.77164500389068,2,baseline
91,2019-11-10 23:30:00,504,11,44,1,Green,C,Saint Paul Street C,Kent Street,254.77164500389068,2,baseline
7,2019-11-17 22:07:00,778,16,44,-1,Green,C,Saint Paul Street C,Kent Street,254.77164500389068,2,baseline
35,2019-11-17 22:37:00,402,19,44,1,Green,C,Saint Paul Street C,Kent Street,254.77164500389068,2,baseline
137,2019-12-02 07:56:00,378,14,44,-1,Green,C,Saint Paul Street C,Kent Street,254.77164500389068,2,rush_hour
137,2019-12-02 07:56:00,378,14,44,-1,Green,C,Saint Paul Street C,Kent Street,254.77164500389068,2,rush_hour
169,2019-12-02 08:34:00,194,24,44,1,Green,C,Saint Paul Street C,Kent Street,254.77164500389068,2,rush_hour
169,2019-12-02 08:34:00,194,24,44,1,Green,C,Saint Paul Street C,Kent Street,254.77164500389068,2,rush_hour
13,2019-11-10 21:55:00,377,4,37,-1,Green,C,Coolidge Corner,Saint Paul Street C,359.0259143285899,2,
43,2019-11-10 22:28:00,451,10,37,1,Green,C,Coolidge Corner,Saint Paul Street C,359.0259143285899,2,baseline
44,2019-11-10 22:29:00,457,11,37,1,Green,C,Coolidge Corner,Saint Paul Street C,359.0259143285899,2,baseline
66,2019-11-10 23:03:00,2194,185,37,-1,Green,C,Coolidge Corner,Saint Paul Street C,359.0259143285899,2,baseline
89,2019-11-10 23:28:00,446,5,37,1,Green,C,Coolidge Corner,Saint Paul Street C,359.0259143285899,2,baseline
9,2019-11-17 22:09:00,664,48,37,-1,Green,C,Coolidge Corner,Saint Paul Street C,359.0259143285899,2,baseline
10,2019-11-17 22:10:00,733,51,37,-1,Green,C,Coolidge Corner,Saint Paul Street C,359.0259143285899,2,baseline
34,2019-11-17 22:36:00,375,14,37,1,Green,C,Coolidge Corner,Saint Paul Street C,359.0259143285899,2,baseline
51,2019-11-17 23:03:00,490,19,37,-1,Green,C,Coolidge Corner,Saint Paul Street C,359.0259143285899,2,baseline
72,2019-11-17 23:33:00,541,57,37,1,Green,C,Coolidge Corner,Saint Paul Street C,359.0259143285899,2,baseline
73,2019-11-17 23:34:00,685,86,37,1,Green,C,Coolidge Corner,Saint Paul Street C,359.0259143285899,2,baseline
167,2019-12-02 08:32:00,123,6,37,1,Green,C,Coolidge Corner,Saint Paul Street C,359.0259143285899,2,rush_hour
167,2019-12-02 08:32:00,123,6,37,1,Green,C,Coolidge Corner,Saint Paul Street C,359.0259143285899,2,rush_hour
15,2019-11-10 21:57:00,355,7,45,-1,Green,C,Summit Ave/Winchester St,Coolidge Corner,390.8235801398455,2,
16,2019-11-10 21:58:00,350,4,45,-1,Green,C,Summit Ave/Winchester St,Coolidge Corner,390.8235801398455,2,
41,2019-11-10 22:26:00,465,11,45,1,Green,C,Summit Ave/Winchester St,Coolidge Corner,390.8235801398455,2,baseline
67,2019-11-10 23:04:00,2140,184,45,-1,Green,C,Summit Ave/Winchester St,Coolidge Corner,390.8235801398455,2,baseline
68,2019-11-10 23:05:00,1938,163,45,-1,Green,C,Summit Ave/Winchester St,Coolidge Corner,390.8235801398455,2,baseline
87,2019-11-10 23:26:00,492,6,45,1,Green,C,Summit Ave/Winchester St,Coolidge Corner,390.8235801398455,2,baseline
11,2019-11-17 22:11:00,589,24,45,-1,Green,C,Summit Ave/Winchester St,Coolidge Corner,390.8235801398455,2,baseline
12,2019-11-17 22:12:00,534,22,45,-1,Green,C,Summit Ave/Winchester St,Coolidge Corner,390.8235801398455,2,baseline
32,2019-11-17 22:34:00,389,17,45,1,Green,C,Summit Ave/Winchester St,Coolidge Corner,390.8235801398455,2,baseline
33,2019-11-17 22:35:00,369,13,45,1,Green,C,Summit Ave/Winchester St,Coolidge Corner,390.8235801398455,2,baseline
52,2019-11-17 23:04:00,443,20,45,-1,Green,C,Summit Ave/Winchester St,Coolidge Corner,390.8235801398455,2,baseline
53,2019-11-17 23:05:00,426,10,45,-1,Green,C,Summit Ave/Winchester St,Coolidge Corner,390.8235801398455,2,baseline
70,2019-11-17 23:31:00,399,21,45,1,Green,C,Summit Ave/Winchester St,Coolidge Corner,390.8235801398455,2,baseline
141,2019-12-02 08:00:00,193,8,45,-1,Green,C,Summit Ave/Winchester St,Coolidge Corner,390.8235801398455,2,rush_hour
142,2019-12-02 08:01:00,213,18,45,-1,Green,C,Summit Ave/Winchester St,Coolidge Corner,390.8235801398455,2,rush_hour
141,2019-12-02 08:00:00,193,8,45,-1,Green,C,Summit Ave/Winchester St,Coolidge Corner,390.8235801398455,2,rush_hour
142,2019-12-02 08:01:00,213,18,45,-1,Green,C,Summit Ave/Winchester St,Coolidge Corner,390.8235801398455,2,rush_hour
164,2019-12-02 08:29:00,148,11,45,1,Green,C,Summit Ave/Winchester St,Coolidge Corner,390.8235801398455,2,rush_hour
165,2019-12-02 08:30:00,124,9,45,1,Green,C,Summit Ave/Winchester St,Coolidge Corner,390.8235801398455,2,rush_hour
164,2019-12-02 08:29:00,148,11,45,1,Green,C,Summit Ave/Winchester St,Coolidge Corner,390.8235801398455,2,rush_hour
165,2019-12-02 08:30:00,124,9,45,1,Green,C,Summit Ave/Winchester St,Coolidge Corner,390.8235801398455,2,rush_hour
