START_STATION,END_STATION,ROUTE,DIRECTION,LINE,center,lower,upper,VECTOR_SUM.count,quantity
Kendall/MIT,Central,Ashmont/Braintree,,Red,118.3,44.99386868147461,191.6061313185254,,particulates_off_peak_large
Kenmore,Hynes Convention Center,B/C/D,,Green,114.41666666666669,29.75750152535288,199.07583180798045,,particulates_off_peak_large
Kent Street,Hawes Street,C,,Green,46.2,-8.583209106440634,100.98320910644064,,particulates_off_peak_large
Longwood,Fenway Park,D,,Green,46.16666666666666,16.715577269724715,75.61775606360861,,particulates_off_peak_large
Longwood Medical Area,Museum Of Fine Arts,E,,Green,20.40909090909091,-7.18949271728054,48.00767453546236,,particulates_off_peak_large
Malden Center,Oak Grove,Orange,,Orange,45.66666666666666,20.440074499254273,70.89325883407906,,particulates_off_peak_large
Massachusetts Ave,Back Bay,Orange,,Orange,66.57142857142857,28.40435801675704,104.7384991261001,,particulates_off_peak_large
Maverick,Airport,Blue,,Blue,54.78571428571429,4.596566559830863,104.97486201159771,,particulates_off_peak_large
Mission Park,Fenwood Road,E,,Green,27.764705882352942,-26.62455019337022,82.15396195807611,,particulates_off_peak_large
Museum Of Fine Arts,Northeastern,E,,Green,18.516129032258068,0.04837160164053245,36.9838864628756,,particulates_off_peak_large
Newton Centre,Chestnut Hill,D,,Green,23.3125,4.615909401711768,42.009090598288225,,particulates_off_peak_large
Newton Highlands,Newton Centre,D,,Green,110.25,-143.77685459837284,364.2768545983728,,particulates_off_peak_large
North Quincy,JFK/UMass,Braintree,,Red,40.629629629629626,2.717638277036599,78.54162098222265,,particulates_off_peak_large
North Station,Community College,Orange,,Orange,138.3125,38.38071076354132,238.2442892364587,,particulates_off_peak_large
North Station,Science Park,E,,Green,105.32,-31.324526661943796,241.96452666194375,,particulates_off_peak_large
Northeastern,Symphony,E,,Green,40.25,1.9288158077710664,78.57118419222894,,particulates_off_peak_large
Orient Heights,Suffolk Downs,Blue,,Blue,25.88888888888889,8.193942968906224,43.583834808871565,,particulates_off_peak_large
Packards Corner,Babcock Street,B,,Green,17.0,6.076020261217375,27.92397973878263,,particulates_off_peak_large
Park Street,Charles/MGH,Ashmont/Braintree,,Red,215.1,58.60544915414962,371.5945508458504,,particulates_off_peak_large
Park Street,Government Center,B/C/D/E,,Green,116.35,57.102345064259154,175.59765493574082,,particulates_off_peak_large
Pleasant Street,Saint Paul Street B,B,,Green,12.0,12.0,12.0,,particulates_off_peak_large
Porter,Davis,Ashmont/Braintree,,Red,388.2894736842105,107.83030308590672,668.7486442825143,,particulates_off_peak_large
Prudential,Copley,E,,Green,90.88888888888887,14.585177247472572,167.19260053030519,,particulates_off_peak_large
Quincy Adams,Quincy Center,Braintree,,Red,24.58333333333333,17.058123178208902,32.10854348845776,,particulates_off_peak_large
Quincy Center,Wollaston,Braintree,,Red,32.36363636363637,10.840287519775071,53.88698520749765,,particulates_off_peak_large
Reservoir,Beaconsfield,D,,Green,12.4,2.543248224919351,22.256751775080648,,particulates_off_peak_large
Revere Beach,Wonderland,Blue,,Blue,20.4,-3.931963431758738,44.731963431758736,,particulates_off_peak_large
Riverside,Woodland,D,,Green,62.0,-25.833934216793452,149.83393421679347,,particulates_off_peak_large
Riverway,Mission Park,E,,Green,15.222222222222221,-3.39009361040846,33.8345380548529,,particulates_off_peak_large
Roxbury Crossing,Ruggles,Orange,,Orange,61.625,37.089675611332495,86.1603243886675,,particulates_off_peak_large
Ruggles,Massachusetts Ave,Orange,,Orange,81.3,58.62328654030013,103.97671345969988,,particulates_off_peak_large
Saint Marys Street,Kenmore,C,,Green,79.55,-32.467609048051465,191.56760904805145,,particulates_off_peak_large
Saint Paul Street B,Boston University West,B,,Green,29.25,5.693330739116224,52.80666926088378,,particulates_off_peak_large
Saint Paul Street C,Kent Street,C,,Green,39.0,-8.448217388362792,86.44821738836279,,particulates_off_peak_large
Savin Hill,JFK/UMass,Ashmont,,Red,141.46153846153842,46.93851182727032,235.98456509580657,,particulates_off_peak_large
Science Park,Lechmere,E,,Green,34.68181818181818,7.196087921092563,62.16754844254379,,particulates_off_peak_large
Shawmut,Fields Corner,Ashmont,,Red,99.29411764705885,23.734733132391874,174.85350216172577,,particulates_off_peak_large
South Station,Downtown Crossing,Ashmont/Braintree,,Red,292.375,-38.67524974638343,623.4252497463833,,particulates_off_peak_large
South Street,Chestnut Hill Avenue,B,,Green,14.0,3.6766561342059054,24.32334386579409,,particulates_off_peak_large
State,Aquarium,Blue,,Blue,141.33333333333334,105.03824642982347,177.6284202368432,,particulates_off_peak_large
State,Haymarket,Orange,,Orange,181.3076923076923,106.67483022560344,255.9405543897812,,particulates_off_peak_large
Stony Brook,Jackson Square,Orange,,Orange,61.111111111111114,40.2997894060605,81.92243281616173,,particulates_off_peak_large
Suffolk Downs,Beachmont,Blue,,Blue,24.5,11.674244661619339,37.32575533838066,,particulates_off_peak_large
Sullivan Square,Assembly,Orange,,Orange,55.0,36.220578638662296,73.7794213613377,,particulates_off_peak_large
Summit Ave/Winchester St,Coolidge Corner,C,,Green,44.63636363636363,-19.49205865402603,108.76478592675328,,particulates_off_peak_large
Sutherland Road,Washington Street,B,,Green,15.714285714285715,8.14869946878595,23.27987195978548,,particulates_off_peak_large
Symphony,Prudential,E,,Green,42.22222222222222,-16.441881999891375,100.88632644433581,,particulates_off_peak_large
Tappan Street,Washington Square,C,,Green,24.5,-14.284954908736546,63.284954908736545,,particulates_off_peak_large
Tufts Medical Center,Chinatown,Orange,,Orange,162.77777777777774,83.72751247496905,241.8280430805865,,particulates_off_peak_large
Waban,Eliot,D,,Green,59.42857142857143,-20.255925480294405,139.11306833743726,,particulates_off_peak_large
Warren Street,Allston Street,B,,Green,15.5,9.136038969321072,21.86396103067893,,particulates_off_peak_large
Washington Square,Fairbanks Street,C,,Green,30.142857142857146,-22.018522476642218,82.30423676235652,,particulates_off_peak_large
Washington Street,Warren Street,B,,Green,12.166666666666664,6.674247648905307,17.659085684428028,,particulates_off_peak_large
Wellington,Malden Center,Orange,,Orange,44.964285714285715,15.820348992918653,74.10822243565278,,particulates_off_peak_large
Wollaston,North Quincy,Braintree,,Red,18.33333333333333,13.366778524749554,23.29988814191711,,particulates_off_peak_large
Wood Island,Orient Heights,Blue,,Blue,42.333333333333336,16.654319241941852,68.01234742472482,,particulates_off_peak_large
Woodland,Waban,D,,Green,66.8888888888889,-50.69240686477727,184.47018464255504,,particulates_off_peak_large
Airport,Wood Island,Blue,0.0,Blue,68.2,40.4205111638101,95.97948883618992,,particulates_off_peak_large
Airport,Wood Island,Blue,1.0,Blue,17.75,7.6711442448394305,27.82885575516057,,particulates_off_peak_large
Allston Street,Griggs Street,B,0.0,Green,21.0,21.0,21.0,,particulates_off_peak_large
Andrew,Broadway,Ashmont/Braintree,0.0,Red,141.85714285714286,-58.42717885529055,342.14146456957627,,particulates_off_peak_large
Andrew,Broadway,Ashmont/Braintree,1.0,Red,303.14285714285717,169.51473064818467,436.7709836375296,,particulates_off_peak_large
Aquarium,Maverick,Blue,0.0,Blue,114.0,86.45263818698524,141.5473618130147,,particulates_off_peak_large
Aquarium,Maverick,Blue,1.0,Blue,47.125,10.241254063805911,84.00874593619409,,particulates_off_peak_large
Arlington,Boylston,B/C/D/E,0.0,Green,161.93333333333334,91.76978289919546,232.0968837674712,,particulates_off_peak_large
Arlington,Boylston,B/C/D/E,1.0,Green,105.7,65.97860917730989,145.42139082269009,,particulates_off_peak_large
Ashmont,Shawmut,Ashmont,0.0,Red,51.2,37.49963504135747,64.90036495864253,,particulates_off_peak_large
Ashmont,Shawmut,Ashmont,1.0,Red,86.5,41.32072746638491,131.6792725336151,,particulates_off_peak_large
Assembly,Wellington,Orange,0.0,Orange,44.33333333333334,24.873973974231443,63.792692692435246,,particulates_off_peak_large
Assembly,Wellington,Orange,1.0,Orange,57.2,35.104751642038515,79.2952483579615,,particulates_off_peak_large
Babcock Street,Pleasant Street,B,0.0,Green,29.0,29.0,29.0,,particulates_off_peak_large
Babcock Street,Pleasant Street,B,1.0,Green,19.0,19.0,19.0,,particulates_off_peak_large
Back Bay,Tufts Medical Center,Orange,0.0,Orange,114.6,56.95626660251784,172.24373339748215,,particulates_off_peak_large
Back Bay,Tufts Medical Center,Orange,1.0,Orange,130.42857142857142,80.98211168722713,179.8750311699157,,particulates_off_peak_large
Back Of The Hill,Riverway,E,0.0,Green,10.125,5.935301749699457,14.314698250300546,,particulates_off_peak_large
Back Of The Hill,Riverway,E,1.0,Green,11.666666666666664,4.161113167201529,19.1722201661318,,particulates_off_peak_large
Beachmont,Revere Beach,Blue,0.0,Blue,17.0,10.701852124102937,23.298147875897058,,particulates_off_peak_large
Beachmont,Revere Beach,Blue,1.0,Blue,23.0,7.719293210063873,38.28070678993613,,particulates_off_peak_large
Beaconsfield,Brookline Hills,D,0.0,Green,3.25,1.991694260788208,4.508305739211791,,particulates_off_peak_large
Beaconsfield,Brookline Hills,D,1.0,Green,49.8,13.123031750156883,86.4769682498431,,particulates_off_peak_large
Blandford Street,Kenmore,B,0.0,Green,10.5,9.792893218813452,11.207106781186548,,particulates_off_peak_large
Blandford Street,Kenmore,B,1.0,Green,97.5,55.780699909993686,139.2193000900063,,particulates_off_peak_large
Boston College,South Street,B,0.0,Green,27.4,5.2798734180837,49.520126581916294,,particulates_off_peak_large
Boston College,South Street,B,1.0,Green,10.625,5.444335398398607,15.805664601601393,,particulates_off_peak_large
Boston University Central,Boston University East,B,0.0,Green,19.5,14.550252531694165,24.449747468305837,,particulates_off_peak_large
Boston University Central,Boston University East,B,1.0,Green,21.0,16.757359312880713,25.242640687119284,,particulates_off_peak_large
Boston University East,Blandford Street,B,0.0,Green,13.333333333333336,10.446581987385203,16.220084679281467,,particulates_off_peak_large
Boston University East,Blandford Street,B,1.0,Green,36.333333333333336,28.18880551808625,44.477861148580416,,particulates_off_peak_large
Boston University West,Boston University Central,B,0.0,Green,42.5,37.55025253169418,47.44974746830582,,particulates_off_peak_large
Boston University West,Boston University Central,B,1.0,Green,22.0,10.730572330415354,33.269427669584644,,particulates_off_peak_large
Bowdoin,Government Center,Blue,0.0,Blue,281.3333333333333,-106.6941571017302,669.3608237683968,,particulates_off_peak_large
Bowdoin,Government Center,Blue,1.0,Blue,152.5,68.42661935348778,236.57338064651225,,particulates_off_peak_large
Boylston,Park Street,B/C/D/E,0.0,Green,164.0769230769231,103.98607305455894,224.1677730992872,,particulates_off_peak_large
Boylston,Park Street,B/C/D/E,1.0,Green,165.0,58.08882191276723,271.9111780872328,,particulates_off_peak_large
Braintree,Quincy Adams,Braintree,0.0,Red,10.142857142857142,5.437237402285541,14.848476883428745,,particulates_off_peak_large
Braintree,Quincy Adams,Braintree,1.0,Red,47.0,9.320061335270488,84.67993866472952,,particulates_off_peak_large
Brandon Hall,Summit Ave/Winchester St,C,0.0,Green,14.8,5.900561815485205,23.6994381845148,,particulates_off_peak_large
Brandon Hall,Summit Ave/Winchester St,C,1.0,Green,61.5,-34.91058033224361,157.91058033224363,,particulates_off_peak_large
Brigham Circle,Longwood Medical Area,E,0.0,Green,10.8,3.1636209029222693,18.436379097077733,,particulates_off_peak_large
Brigham Circle,Longwood Medical Area,E,1.0,Green,130.85714285714286,14.830668045818625,246.8836176684671,,particulates_off_peak_large
Broadway,South Station,Ashmont/Braintree,0.0,Red,406.8,28.550288242747683,785.0497117572522,,particulates_off_peak_large
Broadway,South Station,Ashmont/Braintree,1.0,Red,265.0,133.35350365467372,396.64649634532617,,particulates_off_peak_large
Brookline Hills,Brookline Village,D,0.0,Green,36.0,10.583469945722335,61.416530054277665,,particulates_off_peak_large
Brookline Hills,Brookline Village,D,1.0,Green,72.0,-6.4538080656382135,150.45380806563819,,particulates_off_peak_large
Brookline Village,Longwood,D,0.0,Green,17.0,9.062746066806227,24.93725393319377,,particulates_off_peak_large
Brookline Village,Longwood,D,1.0,Green,36.25,25.59245181416789,46.90754818583211,,particulates_off_peak_large
Central,Harvard,Ashmont/Braintree,0.0,Red,95.9090909090909,67.64443260422351,124.1737492139583,,particulates_off_peak_large
Central,Harvard,Ashmont/Braintree,1.0,Red,165.25,141.84950142981282,188.65049857018718,,particulates_off_peak_large
Charles/MGH,Kendall/MIT,Ashmont/Braintree,0.0,Red,206.0,86.89360498557043,325.1063950144296,,particulates_off_peak_large
Charles/MGH,Kendall/MIT,Ashmont/Braintree,1.0,Red,151.5,92.81013716151656,210.18986283848344,,particulates_off_peak_large
Chestnut Hill,Reservoir,D,0.0,Green,7.25,3.564442602084003,10.935557397915995,,particulates_off_peak_large
Chestnut Hill,Reservoir,D,1.0,Green,20.0,14.414303982492426,25.585696017507573,,particulates_off_peak_large
Chestnut Hill Avenue,Chiswick Road,B,0.0,Green,10.0,-2.727922061357855,22.72792206135785,,particulates_off_peak_large
Chestnut Hill Avenue,Chiswick Road,B,1.0,Green,23.5,11.479184719828694,35.520815280171306,,particulates_off_peak_large
Chinatown,Downtown Crossing,Orange,0.0,Orange,110.66666666666669,52.148863107977505,169.18447022535582,,particulates_off_peak_large
Chinatown,Downtown Crossing,Orange,1.0,Orange,153.5,91.97222849260127,215.02777150739868,,particulates_off_peak_large
Chiswick Road,Sutherland Road,B,0.0,Green,12.5,0.4791847198286927,24.520815280171306,,particulates_off_peak_large
Chiswick Road,Sutherland Road,B,1.0,Green,16.0,16.0,16.0,,particulates_off_peak_large
Cleveland Circle,Englewood Avenue,C,0.0,Green,16.666666666666668,7.648167161020878,25.685166172312456,,particulates_off_peak_large
Cleveland Circle,Englewood Avenue,C,1.0,Green,39.833333333333336,-9.467444212935312,89.13411087960199,,particulates_off_peak_large
Community College,Sullivan Square,Orange,0.0,Orange,160.0,46.60908325619728,273.39091674380273,,particulates_off_peak_large
Community College,Sullivan Square,Orange,1.0,Orange,197.625,-126.80590283492675,522.0559028349269,,particulates_off_peak_large
Coolidge Corner,Saint Paul Street C,C,0.0,Green,30.5,-2.6828268837963805,63.68282688379639,,particulates_off_peak_large
Coolidge Corner,Saint Paul Street C,C,1.0,Green,75.75,1.5009820491431185,149.99901795085688,,particulates_off_peak_large
Copley,Arlington,B/C/D/E,0.0,Green,119.68421052631581,57.00242810148989,182.3659929511417,,particulates_off_peak_large
Copley,Arlington,B/C/D/E,1.0,Green,181.125,98.44932124776443,263.8006787522356,,particulates_off_peak_large
Davis,Alewife,Ashmont/Braintree,0.0,Red,247.0,60.9157896721666,433.08421032783343,,particulates_off_peak_large
Dean Road,Tappan Street,C,0.0,Green,14.0,7.0,21.0,,particulates_off_peak_large
Dean Road,Tappan Street,C,1.0,Green,43.66666666666666,-20.038382845387968,107.3717161787213,,particulates_off_peak_large
Downtown Crossing,Park Street,Ashmont/Braintree,0.0,Red,305.1666666666667,51.555612754052966,558.7777205792804,,particulates_off_peak_large
Downtown Crossing,Park Street,Ashmont/Braintree,1.0,Red,157.66666666666666,74.65863492676009,240.67469840657319,,particulates_off_peak_large
Downtown Crossing,State,Orange,0.0,Orange,175.0,134.975007807621,215.024992192379,,particulates_off_peak_large
Downtown Crossing,State,Orange,1.0,Orange,185.2,114.81037008195028,255.5896299180497,,particulates_off_peak_large
Eliot,Newton Highlands,D,0.0,Green,5.333333333333333,2.8167218549097504,7.849944811756918,,particulates_off_peak_large
Eliot,Newton Highlands,D,1.0,Green,249.5,-2.5562106620928655,501.5562106620929,,particulates_off_peak_large
Englewood Avenue,Dean Road,C,0.0,Green,17.0,6.851108434907781,27.14889156509222,,particulates_off_peak_large
Englewood Avenue,Dean Road,C,1.0,Green,35.4,-10.467199609306867,81.26719960930686,,particulates_off_peak_large
Fairbanks Street,Brandon Hall,C,0.0,Green,14.333333333333336,6.565879868179303,22.100786798487363,,particulates_off_peak_large
Fairbanks Street,Brandon Hall,C,1.0,Green,66.0,-35.42484902626181,167.4248490262618,,particulates_off_peak_large
Fenway Park,Kenmore,D,0.0,Green,25.25,6.894710117607333,43.605289882392675,,particulates_off_peak_large
Fenway Park,Kenmore,D,1.0,Green,346.0,201.7502166379443,490.24978336205567,,particulates_off_peak_large
Fenwood Road,Brigham Circle,E,0.0,Green,7.1818181818181825,-0.3390618440588673,14.702698207695232,,particulates_off_peak_large
Fenwood Road,Brigham Circle,E,1.0,Green,141.5,-8.033719720113055,291.03371972011297,,particulates_off_peak_large
Fields Corner,Savin Hill,Ashmont,0.0,Red,134.2,36.08578084701482,232.3142191529852,,particulates_off_peak_large
Fields Corner,Savin Hill,Ashmont,1.0,Red,76.25,38.225785227162035,114.27421477283795,,particulates_off_peak_large
Forest Hills,Green Street,Orange,0.0,Orange,56.66666666666666,1.5099203280122495,111.82341300532109,,particulates_off_peak_large
Forest Hills,Green Street,Orange,1.0,Orange,39.625,26.62019319636005,52.62980680363996,,particulates_off_peak_large
Government Center,Haymarket,C/E,0.0,Green,91.1,52.74363011035701,129.456369889643,,particulates_off_peak_large
Government Center,Haymarket,C/E,1.0,Green,84.25,32.3882331852948,136.1117668147052,,particulates_off_peak_large
Government Center,State,Blue,0.0,Blue,31.33333333333333,23.827779833868192,38.838886832798465,,particulates_off_peak_large
Government Center,State,Blue,1.0,Blue,75.14285714285714,-25.191090745687035,175.47680503140134,,particulates_off_peak_large
Green Street,Stony Brook,Orange,0.0,Orange,52.4,39.87801932600117,64.92198067399882,,particulates_off_peak_large
Green Street,Stony Brook,Orange,1.0,Orange,43.8,36.50616698847581,51.09383301152418,,particulates_off_peak_large
Griggs Street,Harvard Avenue,B,0.0,Green,14.5,3.8933982822017863,25.10660171779821,,particulates_off_peak_large
Griggs Street,Harvard Avenue,B,1.0,Green,10.5,5.550252531694166,15.449747468305835,,particulates_off_peak_large
Harvard,Porter,Ashmont/Braintree,0.0,Red,342.0,56.81649490381216,627.1835050961879,,particulates_off_peak_large
Harvard,Porter,Ashmont/Braintree,1.0,Red,190.5,185.55025253169416,195.44974746830584,,particulates_off_peak_large
Harvard Avenue,Packards Corner,B,0.0,Green,24.66666666666667,10.870531942283415,38.46280139104992,,particulates_off_peak_large
Harvard Avenue,Packards Corner,B,1.0,Green,12.333333333333336,4.565879868179304,20.100786798487363,,particulates_off_peak_large
Hawes Street,Saint Marys Street,C,0.0,Green,14.75,10.718871125850725,18.78112887414927,,particulates_off_peak_large
Hawes Street,Saint Marys Street,C,1.0,Green,98.6,12.630237874005942,184.56976212599403,,particulates_off_peak_large
Haymarket,North Station,C/E,0.0,Green,88.1111111111111,54.10212537041147,122.12009685181076,,particulates_off_peak_large
Haymarket,North Station,C/E,1.0,Green,52.4,-5.671507643594032,110.47150764359405,,particulates_off_peak_large
Haymarket,North Station,Orange,0.0,Orange,178.66666666666663,140.47853587536798,216.8547974579653,,particulates_off_peak_large
Haymarket,North Station,Orange,1.0,Orange,146.5,89.75789335364199,203.242106646358,,particulates_off_peak_large
Heath Street,Back Of The Hill,E,0.0,Green,14.0,2.1046227466296816,25.89537725337032,,particulates_off_peak_large
Heath Street,Back Of The Hill,E,1.0,Green,20.8,2.8919012734461407,38.70809872655386,,particulates_off_peak_large
Hynes Convention Center,Copley,B/C/D,0.0,Green,212.0,-83.31847216183411,507.3184721618341,,particulates_off_peak_large
Hynes Convention Center,Copley,B/C/D,1.0,Green,333.5,301.6801948466053,365.3198051533946,,particulates_off_peak_large
JFK/UMass,Andrew,Ashmont/Braintree,0.0,Red,44.75,12.673032902379653,76.82696709762034,,particulates_off_peak_large
JFK/UMass,Andrew,Ashmont/Braintree,1.0,Red,494.0,5.850432756516738,982.1495672434833,,particulates_off_peak_large
Jackson Square,Roxbury Crossing,Orange,0.0,Orange,53.5,41.82381340790867,65.17618659209133,,particulates_off_peak_large
Jackson Square,Roxbury Crossing,Orange,1.0,Orange,34.2,30.17507764050038,38.22492235949963,,particulates_off_peak_large
Kendall/MIT,Central,Ashmont/Braintree,0.0,Red,116.75,33.74612745695019,199.75387254304982,,particulates_off_peak_large
Kendall/MIT,Central,Ashmont/Braintree,1.0,Red,124.5,118.13603896932108,130.86396103067892,,particulates_off_peak_large
Kenmore,Hynes Convention Center,B/C/D,0.0,Green,61.0,-18.065373794938427,140.0653737949384,,particulates_off_peak_large
Kenmore,Hynes Convention Center,B/C/D,1.0,Green,141.125,62.78063654152084,219.4693634584792,,particulates_off_peak_large
Kent Street,Hawes Street,C,0.0,Green,21.0,16.41742430504416,25.58257569495584,,particulates_off_peak_large
Kent Street,Hawes Street,C,1.0,Green,84.0,-0.8528137423857061,168.8528137423857,,particulates_off_peak_large
Longwood,Fenway Park,D,0.0,Green,22.0,19.35424868893541,24.64575131106459,,particulates_off_peak_large
Longwood,Fenway Park,D,1.0,Green,70.33333333333333,50.101345459341964,90.5653212073247,,particulates_off_peak_large
Longwood Medical Area,Museum Of Fine Arts,E,0.0,Green,14.066666666666665,2.43256244879149,25.700770884541846,,particulates_off_peak_large
Longwood Medical Area,Museum Of Fine Arts,E,1.0,Green,34.0,-11.099889135118726,79.09988913511873,,particulates_off_peak_large
Malden Center,Oak Grove,Orange,0.0,Orange,50.125,30.150462637218784,70.09953736278122,,particulates_off_peak_large
Malden Center,Oak Grove,Orange,1.0,Orange,40.57142857142857,9.545325889669657,71.59753125318748,,particulates_off_peak_large
Massachusetts Ave,Back Bay,Orange,0.0,Orange,44.28571428571429,31.366551700439572,57.204876870989,,particulates_off_peak_large
Massachusetts Ave,Back Bay,Orange,1.0,Orange,88.85714285714286,46.0730781779169,131.6412075363688,,particulates_off_peak_large
Maverick,Airport,Blue,0.0,Blue,108.0,42.58848215591793,173.4115178440821,,particulates_off_peak_large
Maverick,Airport,Blue,1.0,Blue,33.5,12.280250289464352,54.71974971053565,,particulates_off_peak_large
Mission Park,Fenwood Road,E,0.0,Green,8.785714285714286,0.8225435659514666,16.748885005477106,,particulates_off_peak_large
Mission Park,Fenwood Road,E,1.0,Green,116.33333333333331,21.647889186234707,211.01877748043196,,particulates_off_peak_large
Museum Of Fine Arts,Northeastern,E,0.0,Green,11.428571428571427,3.1607335699083268,19.69640928723453,,particulates_off_peak_large
Museum Of Fine Arts,Northeastern,E,1.0,Green,33.4,8.468092732404129,58.33190726759587,,particulates_off_peak_large
Newton Centre,Chestnut Hill,D,0.0,Green,8.0,0.5389902381335352,15.461009761866464,,particulates_off_peak_large
Newton Centre,Chestnut Hill,D,1.0,Green,35.22222222222222,19.444248827503735,51.00019561694071,,particulates_off_peak_large
Newton Highlands,Newton Centre,D,0.0,Green,3.5,0.8542486889354093,6.145751311064592,,particulates_off_peak_large
Newton Highlands,Newton Centre,D,1.0,Green,217.0,-129.66121790589727,563.6612179058972,,particulates_off_peak_large
North Quincy,JFK/UMass,Braintree,0.0,Red,17.76923076923077,12.022436791225205,23.516024747236337,,particulates_off_peak_large
North Quincy,JFK/UMass,Braintree,1.0,Red,61.85714285714285,19.00523841538304,104.70904729890269,,particulates_off_peak_large
North Station,Community College,Orange,0.0,Orange,247.83333333333331,190.3097149955873,305.35695167107934,,particulates_off_peak_large
North Station,Community College,Orange,1.0,Orange,72.6,27.75409098306117,117.44590901693884,,particulates_off_peak_large
North Station,Science Park,E,0.0,Green,78.5,37.94208530453711,119.05791469546291,,particulates_off_peak_large
North Station,Science Park,E,1.0,Green,123.2,-50.27877597644535,296.67877597644537,,particulates_off_peak_large
Northeastern,Symphony,E,0.0,Green,8.7,-0.1323898867243809,17.53238988672438,,particulates_off_peak_large
Northeastern,Symphony,E,1.0,Green,71.8,43.336377992641594,100.26362200735839,,particulates_off_peak_large
Orient Heights,Suffolk Downs,Blue,0.0,Blue,24.8,6.369047772836044,43.230952227163954,,particulates_off_peak_large
Orient Heights,Suffolk Downs,Blue,1.0,Blue,27.25,7.818496369726472,46.68150363027353,,particulates_off_peak_large
Packards Corner,Babcock Street,B,0.0,Green,12.5,-0.9350288425444032,25.93502884254441,,particulates_off_peak_large
Packards Corner,Babcock Street,B,1.0,Green,18.8,7.859250482713718,29.740749517286282,,particulates_off_peak_large
Park Street,Charles/MGH,Ashmont/Braintree,0.0,Red,286.6666666666667,120.0789520336042,453.2543812997292,,particulates_off_peak_large
Park Street,Charles/MGH,Ashmont/Braintree,1.0,Red,107.75,67.62207954553338,147.87792045446662,,particulates_off_peak_large
Park Street,Government Center,B/C/D/E,0.0,Green,92.15384615384615,50.66390297944081,133.6437893282515,,particulates_off_peak_large
Park Street,Government Center,B/C/D/E,1.0,Green,161.28571428571428,99.03630456169351,223.53512400973503,,particulates_off_peak_large
Pleasant Street,Saint Paul Street B,B,1.0,Green,12.0,12.0,12.0,,particulates_off_peak_large
Porter,Davis,Ashmont/Braintree,0.0,Red,392.8918918918919,110.0226853882712,675.7610983955126,,particulates_off_peak_large
Porter,Davis,Ashmont/Braintree,1.0,Red,218.0,218.0,218.0,,particulates_off_peak_large
Prudential,Copley,E,0.0,Green,51.10526315789475,16.5704260979022,85.64010021788728,,particulates_off_peak_large
Prudential,Copley,E,1.0,Green,185.375,121.65925289952705,249.0907471004729,,particulates_off_peak_large
Quincy Adams,Quincy Center,Braintree,0.0,Red,19.428571428571427,17.203176867514678,21.653965989628173,,particulates_off_peak_large
Quincy Adams,Quincy Center,Braintree,1.0,Red,31.8,25.74194750765561,37.85805249234439,,particulates_off_peak_large
Quincy Center,Wollaston,Braintree,0.0,Red,17.0,14.809109769979337,19.190890230020663,,particulates_off_peak_large
Quincy Center,Wollaston,Braintree,1.0,Red,50.8,31.481614974330803,70.1183850256692,,particulates_off_peak_large
Reservoir,Beaconsfield,D,0.0,Green,3.6,2.2583592135001265,4.941640786499874,,particulates_off_peak_large
Reservoir,Beaconsfield,D,1.0,Green,21.2,16.38336216848308,26.016637831516924,,particulates_off_peak_large
Revere Beach,Wonderland,Blue,0.0,Blue,10.666666666666666,5.275315568225139,16.058017765108193,,particulates_off_peak_large
Revere Beach,Wonderland,Blue,1.0,Blue,35.0,-0.4118624192515483,70.41186241925155,,particulates_off_peak_large
Riverside,Woodland,D,0.0,Green,22.66666666666667,7.823037281191789,37.51029605214155,,particulates_off_peak_large
Riverside,Woodland,D,1.0,Green,101.33333333333331,-18.77217583811698,221.4388425047836,,particulates_off_peak_large
Riverway,Mission Park,E,0.0,Green,11.2,0.5250032526676822,21.87499674733232,,particulates_off_peak_large
Riverway,Mission Park,E,1.0,Green,20.25,-5.103219012301262,45.603219012301274,,particulates_off_peak_large
Roxbury Crossing,Ruggles,Orange,0.0,Orange,81.5,64.95712640842993,98.04287359157007,,particulates_off_peak_large
Roxbury Crossing,Ruggles,Orange,1.0,Orange,41.75,32.94185982551746,50.55814017448254,,particulates_off_peak_large
Ruggles,Massachusetts Ave,Orange,0.0,Orange,66.8,51.62765673997586,81.97234326002413,,particulates_off_peak_large
Ruggles,Massachusetts Ave,Orange,1.0,Orange,95.8,75.77002246631315,115.82997753368684,,particulates_off_peak_large
Saint Marys Street,Kenmore,C,0.0,Green,20.76923076923077,12.451039397766195,29.08742214069534,,particulates_off_peak_large
Saint Marys Street,Kenmore,C,1.0,Green,188.7142857142857,53.77885141857735,323.6497200099941,,particulates_off_peak_large
Saint Paul Street B,Boston University West,B,0.0,Green,63.0,63.0,63.0,,particulates_off_peak_large
Saint Paul Street B,Boston University West,B,1.0,Green,18.0,9.455996254682471,26.544003745317532,,particulates_off_peak_large
Saint Paul Street C,Kent Street,C,0.0,Green,15.0,9.343145750507619,20.65685424949238,,particulates_off_peak_large
Saint Paul Street C,Kent Street,C,1.0,Green,63.0,-3.468037431535464,129.46803743153546,,particulates_off_peak_large
Savin Hill,JFK/UMass,Ashmont,0.0,Red,104.33333333333331,80.33611127188072,128.3305553947859,,particulates_off_peak_large
Savin Hill,JFK/UMass,Ashmont,1.0,Red,173.28571428571428,51.510355139300366,295.0610734321282,,particulates_off_peak_large
Science Park,Lechmere,E,0.0,Green,42.5,21.650006661338658,63.34999333866135,,particulates_off_peak_large
