STATION,ROUTE,LINE,center,upper,lower,DIRECTION,quantity
Harvard Avenue,B,Green,16.0,30.14213562373095,1.857864376269049,0.0,particulates_off_peak_large
Harvard Avenue,B,Green,36.5,52.763455967290604,20.236544032709407,1.0,particulates_off_peak_large
Hawes Street,C,Green,11.0,11.0,11.0,0.0,particulates_off_peak_large
Haymarket,C/E,Green,57.0,57.0,57.0,0.0,particulates_off_peak_large
Haymarket,C/E,Green,21.0,27.92820323027551,14.071796769724493,1.0,particulates_off_peak_large
Haymarket,Orange,Orange,151.0,241.5096679918781,60.49033200812191,0.0,particulates_off_peak_large
Haymarket,Orange,Orange,191.5,242.02722038663913,140.97277961336087,1.0,particulates_off_peak_large
Heath Street,E,Green,87.5,135.5634050925536,39.436594907446384,0.0,particulates_off_peak_large
Hynes Convention Center,B/C/D,Green,220.5,472.9371208835975,-31.93712088359746,0.0,particulates_off_peak_large
Hynes Convention Center,B/C/D,Green,286.0,286.0,286.0,1.0,particulates_off_peak_large
JFK/UMass,Ashmont/Braintree,Red,12.0,12.0,12.0,0.0,particulates_off_peak_large
JFK/UMass,Ashmont/Braintree,Red,142.0,231.64002082403445,52.359979175965535,1.0,particulates_off_peak_large
Jackson Square,Orange,Orange,69.5,81.5208152801713,57.479184719828694,0.0,particulates_off_peak_large
Jackson Square,Orange,Orange,30.0,35.65685424949238,24.34314575050762,1.0,particulates_off_peak_large
Kendall/MIT,Ashmont/Braintree,Red,58.0,58.0,58.0,0.0,particulates_off_peak_large
Kenmore,B/C/D,Green,295.8333333333333,568.9907360641886,22.67593060247805,1.0,particulates_off_peak_large
Lechmere,E,Green,31.33333333333333,63.858195618463256,-1.191528951796588,1.0,particulates_off_peak_large
Longwood,D,Green,9.0,9.0,9.0,0.0,particulates_off_peak_large
Longwood,D,Green,50.0,50.0,50.0,1.0,particulates_off_peak_large
Longwood Medical Area,E,Green,6.0,6.0,6.0,0.0,particulates_off_peak_large
Longwood Medical Area,E,Green,7.0,7.0,7.0,1.0,particulates_off_peak_large
Malden Center,Orange,Orange,54.5,116.01828996322963,-7.018289963229633,0.0,particulates_off_peak_large
Malden Center,Orange,Orange,42.5,67.23189573539939,17.76810426460061,1.0,particulates_off_peak_large
Massachusetts Ave,Orange,Orange,107.0,137.4138126514911,76.5861873485089,1.0,particulates_off_peak_large
Maverick,Blue,Blue,149.25,241.51546844115987,56.98453155884015,0.0,particulates_off_peak_large
Maverick,Blue,Blue,41.0,41.0,41.0,1.0,particulates_off_peak_large
Mission Park,E,Green,10.0,13.22490309931942,6.77509690068058,0.0,particulates_off_peak_large
Mission Park,E,Green,45.4,96.26059378339974,-5.4605937833997364,1.0,particulates_off_peak_large
Museum Of Fine Arts,E,Green,12.0,12.0,12.0,0.0,particulates_off_peak_large
Museum Of Fine Arts,E,Green,68.0,68.0,68.0,1.0,particulates_off_peak_large
Newton Centre,D,Green,3.0,3.0,3.0,0.0,particulates_off_peak_large
Newton Highlands,D,Green,4.0,4.0,4.0,0.0,particulates_off_peak_large
North Quincy,Braintree,Red,15.5,20.449747468305837,10.550252531694165,0.0,particulates_off_peak_large
North Quincy,Braintree,Red,22.0,22.0,22.0,1.0,particulates_off_peak_large
North Station,C/E,Green,91.0,123.33161507461905,58.66838492538096,0.0,particulates_off_peak_large
North Station,C/E,Green,119.0,119.0,119.0,1.0,particulates_off_peak_large
North Station,Orange,Orange,178.0,178.0,178.0,0.0,particulates_off_peak_large
North Station,Orange,Orange,80.66666666666667,120.82053738087471,40.51279595245864,1.0,particulates_off_peak_large
Northeastern,E,Green,18.0,18.0,18.0,1.0,particulates_off_peak_large
Oak Grove,Orange,Orange,46.0,78.52691193458121,13.473088065418816,1.0,particulates_off_peak_large
Orient Heights,Blue,Blue,25.0,25.0,25.0,0.0,particulates_off_peak_large
Orient Heights,Blue,Blue,7.0,7.0,7.0,1.0,particulates_off_peak_large
Packards Corner,B,Green,5.0,5.0,5.0,0.0,particulates_off_peak_large
Park Street,Ashmont/Braintree,Red,226.2,434.3458623177506,18.054137682249376,0.0,particulates_off_peak_large
Park Street,Ashmont/Braintree,Red,407.0,996.7889453016223,-182.7889453016224,1.0,particulates_off_peak_large
Park Street,B/C/D/E,Green,104.0,158.49158956511852,49.508410434881476,0.0,particulates_off_peak_large
Park Street,B/C/D/E,Green,239.2,424.14377523993613,54.256224760063894,1.0,particulates_off_peak_large
Pleasant Street,B,Green,20.666666666666668,34.53509604180981,6.798237291523519,0.0,particulates_off_peak_large
Pleasant Street,B,Green,12.0,19.07106781186548,4.9289321881345245,1.0,particulates_off_peak_large
Porter,Ashmont/Braintree,Red,129.0,129.0,129.0,0.0,particulates_off_peak_large
Porter,Ashmont/Braintree,Red,200.0,200.0,200.0,1.0,particulates_off_peak_large
Prudential,E,Green,19.666666666666668,30.26226323631137,9.071070097021963,0.0,particulates_off_peak_large
Prudential,E,Green,145.0,207.35382907247958,82.64617092752042,1.0,particulates_off_peak_large
Quincy Adams,Braintree,Red,18.0,18.0,18.0,0.0,particulates_off_peak_large
Quincy Adams,Braintree,Red,32.0,32.0,32.0,1.0,particulates_off_peak_large
Quincy Center,Braintree,Red,22.0,22.0,22.0,1.0,particulates_off_peak_large
Reservoir,D,Green,9.0,18.89949493661167,-0.8994949366116654,0.0,particulates_off_peak_large
Revere Beach,Blue,Blue,20.0,20.0,20.0,0.0,particulates_off_peak_large
Revere Beach,Blue,Blue,43.0,43.0,43.0,1.0,particulates_off_peak_large
Riverside,D,Green,36.0,41.29150262212918,30.70849737787082,0.0,particulates_off_peak_large
Riverway,E,Green,3.0,3.0,3.0,0.0,particulates_off_peak_large
Riverway,E,Green,35.0,35.0,35.0,1.0,particulates_off_peak_large
Roxbury Crossing,Orange,Orange,31.0,31.0,31.0,0.0,particulates_off_peak_large
Roxbury Crossing,Orange,Orange,34.333333333333336,47.91027456961086,20.7563920970558,1.0,particulates_off_peak_large
Ruggles,Orange,Orange,57.0,57.0,57.0,0.0,particulates_off_peak_large
Ruggles,Orange,Orange,50.33333333333334,57.90521112773371,42.761455538932964,1.0,particulates_off_peak_large
Saint Marys Street,C,Green,7.666666666666668,9.7483326661328,5.585000667200535,0.0,particulates_off_peak_large
Saint Marys Street,C,Green,50.0,50.0,50.0,1.0,particulates_off_peak_large
Saint Paul Street B,B,Green,7.0,7.0,7.0,1.0,particulates_off_peak_large
Saint Paul Street C,C,Green,29.0,55.87005768508882,2.1299423149111942,0.0,particulates_off_peak_large
Saint Paul Street C,C,Green,69.25,132.61337007030693,5.886629929693079,1.0,particulates_off_peak_large
Savin Hill,Ashmont,Red,97.5,201.44469683442244,-6.444696834422487,0.0,particulates_off_peak_large
Savin Hill,Ashmont,Red,178.5,307.90054095713816,49.09945904286182,1.0,particulates_off_peak_large
Science Park,E,Green,25.0,25.0,25.0,0.0,particulates_off_peak_large
Science Park,E,Green,7.0,7.0,7.0,1.0,particulates_off_peak_large
Shawmut,Ashmont,Red,54.5,67.9350288425444,41.0649711574556,0.0,particulates_off_peak_large
Shawmut,Ashmont,Red,41.0,41.0,41.0,1.0,particulates_off_peak_large
South Station,Ashmont/Braintree,Red,175.0,175.0,175.0,0.0,particulates_off_peak_large
South Station,Ashmont/Braintree,Red,235.0,235.0,235.0,1.0,particulates_off_peak_large
South Street,B,Green,5.0,5.0,5.0,1.0,particulates_off_peak_large
State,Blue,Blue,248.2,550.6123013370984,-54.21230133709844,0.0,particulates_off_peak_large
State,Blue,Blue,261.0,261.0,261.0,1.0,particulates_off_peak_large
State,Orange,Orange,189.0,189.0,189.0,0.0,particulates_off_peak_large
State,Orange,Orange,126.0,150.0416305603426,101.9583694396574,1.0,particulates_off_peak_large
Stony Brook,Orange,Orange,58.0,79.21320343559644,36.78679656440357,1.0,particulates_off_peak_large
Suffolk Downs,Blue,Blue,15.0,15.0,15.0,0.0,particulates_off_peak_large
Suffolk Downs,Blue,Blue,57.0,57.0,57.0,1.0,particulates_off_peak_large
Sullivan Square,Orange,Orange,88.0,90.82842712474618,85.17157287525382,0.0,particulates_off_peak_large
Sullivan Square,Orange,Orange,96.4,198.53128805610942,-5.73128805610942,1.0,particulates_off_peak_large
Summit Ave/Winchester St,C,Green,16.0,16.0,16.0,0.0,particulates_off_peak_large
Sutherland Road,B,Green,12.0,12.0,12.0,1.0,particulates_off_peak_large
Symphony,E,Green,2.0,2.0,2.0,0.0,particulates_off_peak_large
Tufts Medical Center,Orange,Orange,99.66666666666669,132.4741861299442,66.85914720338914,0.0,particulates_off_peak_large
Tufts Medical Center,Orange,Orange,125.5,187.0182899632296,63.981710036770366,1.0,particulates_off_peak_large
Waban,D,Green,5.5,9.03553390593274,1.9644660940672625,0.0,particulates_off_peak_large
Waban,D,Green,36.0,36.0,36.0,1.0,particulates_off_peak_large
Warren Street,B,Green,18.0,18.0,18.0,0.0,particulates_off_peak_large
Warren Street,B,Green,15.0,15.0,15.0,1.0,particulates_off_peak_large
Washington Square,C,Green,49.25,125.08040287378144,-26.58040287378144,1.0,particulates_off_peak_large
Washington Street,B,Green,17.5,18.207106781186546,16.792893218813454,1.0,particulates_off_peak_large
Wellington,Orange,Orange,43.0,58.55634918610404,27.44365081389596,0.0,particulates_off_peak_large
Wellington,Orange,Orange,61.0,126.05382386916237,-4.053823869162373,1.0,particulates_off_peak_large
Wollaston,Braintree,Red,17.0,17.0,17.0,0.0,particulates_off_peak_large
Wollaston,Braintree,Red,19.0,20.414213562373096,17.585786437626904,1.0,particulates_off_peak_large
Wonderland,Blue,Blue,11.666666666666664,15.17855125095091,8.15478208238242,1.0,particulates_off_peak_large
Wood Island,Blue,Blue,26.5,48.42031021678297,4.579689783217027,1.0,particulates_off_peak_large
Woodland,D,Green,15.0,15.0,15.0,0.0,particulates_off_peak_large
Airport,Blue,Blue,84.33004651162787,85.49207452033646,83.1680185029193,,temperature
Allston Street,B,Green,82.53523076923076,84.1821257754129,80.88833576304864,,temperature
Andrew,Ashmont/Braintree,Red,83.537534883721,84.08664339710285,82.98842637033914,,temperature
Aquarium,Blue,Blue,83.73410909090906,84.04896671144908,83.41925147036906,,temperature
Arlington,B/C/D/E,Green,80.77480672268895,82.3174132241207,79.23220022125724,,temperature
Assembly,Orange,Orange,84.46483817427391,85.32897226564512,83.60070408290267,,temperature
Babcock Street,B,Green,83.00099999999998,85.95328960739387,80.04871039260611,,temperature
Back Bay,Orange,Orange,83.03498591549291,85.34159004181042,80.7283817891754,,temperature
Back Of The Hill,E,Green,79.57046153846153,79.5829422928766,79.55798078404645,,temperature
Beachmont,Blue,Blue,85.17254054054061,87.00568855533487,83.33939252574635,,temperature
Beaconsfield,D,Green,80.08931578947364,80.78842642547167,79.39020515347563,,temperature
Blandford Street,B,Green,83.52891666666666,88.48452644283176,78.57330689050157,,temperature
Boston College,B,Green,81.51731578947367,81.74099612999747,81.29363544894987,,temperature
Boston University Central,B,Green,84.51091666666666,88.80541384443814,80.21641948889521,,temperature
Boston University East,B,Green,79.91175,79.92948696704627,79.89401303295372,,temperature
Boston University West,B,Green,85.33745000000008,89.32792885404946,81.34697114595069,,temperature
Boylston,B/C/D/E,Green,80.93830882352944,82.10090944998608,79.77570819707276,,temperature
Brandon Hall,C,Green,79.20913953488379,80.9492374191228,77.46904165064475,,temperature
Brigham Circle,E,Green,81.71319760479058,82.89880755019625,80.5275876593849,,temperature
Broadway,Ashmont/Braintree,Red,83.56393750000007,83.78125548623879,83.34661951376133,,temperature
Brookline Hills,D,Green,80.02553658536584,81.01935495653737,79.0317182141943,,temperature
Brookline Village,D,Green,79.73,81.04606500253941,78.4139349974606,,temperature
Central,Ashmont/Braintree,Red,81.24971698113205,82.20958643093637,80.28984753132775,,temperature
Charles/MGH,Ashmont/Braintree,Red,83.28880000000002,83.3046034806293,83.27299651937075,,temperature
Chestnut Hill,D,Green,79.5406,79.75541051794707,79.32578948205294,,temperature
Chinatown,Orange,Orange,82.80523478260874,84.94288842879659,80.66758113642086,,temperature
Chiswick Road,B,Green,83.29900000000002,83.33066791977473,83.26733208022532,,temperature
Cleveland Circle,C,Green,80.668,80.668,80.668,,temperature
Community College,Orange,Orange,83.73699173553716,85.32066791506304,82.15331555601124,,temperature
Coolidge Corner,C,Green,78.02327547169824,79.70837984182546,76.33817110157099,,temperature
Copley,B/C/D/E,Green,81.54748598130864,83.0009031260115,80.0940688366058,,temperature
Davis,Ashmont/Braintree,Red,79.73251315789473,79.80409052739488,79.66093578839458,,temperature
Dean Road,C,Green,75.74901123595505,80.62632698079591,70.87169549111421,,temperature
Downtown Crossing,Ashmont/Braintree,Red,82.83528758169953,84.81747910104984,80.85309606234921,,temperature
Downtown Crossing,Orange,Orange,82.83528758169953,84.81747910104984,80.85309606234921,,temperature
Eliot,D,Green,79.95480952380952,79.97211160185701,79.93750744576201,,temperature
Englewood Avenue,C,Green,81.48225,82.68123642678427,80.28326357321572,,temperature
Fairbanks Street,C,Green,80.24956521739125,81.78082393391075,78.71830650087175,,temperature
Fenway Park,D,Green,79.36736144578313,80.96476251778633,77.76996037377994,,temperature
Fenwood Road,E,Green,81.09883606557372,82.4966378777098,79.70103425343764,,temperature
Fields Corner,Ashmont,Red,82.92366216216209,83.97904826014188,81.86827606418233,,temperature
Forest Hills,Orange,Orange,84.64700000000003,84.70570308877379,84.58829691122628,,temperature
Government Center,B/C/D/E,Green,81.72791666666645,83.24754845415744,80.20828487917545,,temperature
Government Center,Blue,Blue,81.72791666666645,83.24754845415744,80.20828487917545,,temperature
Green Street,Orange,Orange,83.41239682539684,85.78611520652233,81.03867844427134,,temperature
Griggs Street,B,Green,83.80496153846154,86.08372586117277,81.52619721575032,,temperature
Harvard,Ashmont/Braintree,Red,80.7993793103448,81.52618807226676,80.07257054842282,,temperature
Harvard Avenue,B,Green,85.2249351851853,87.47037140520794,82.97949896516262,,temperature
Hawes Street,C,Green,79.84439639639638,80.39824808772437,79.29054470506838,,temperature
Haymarket,C/E,Green,82.7258204081634,84.82370241200461,80.62793840432221,,temperature
Haymarket,Orange,Orange,82.7258204081634,84.82370241200461,80.62793840432221,,temperature
Heath Street,E,Green,82.68711585365875,82.87429620366404,82.49993550365345,,temperature
Hynes Convention Center,B/C/D,Green,81.72283582089544,85.9142812535532,77.53139038823764,,temperature
JFK/UMass,Ashmont/Braintree,Red,83.35668852459015,84.19100068721242,82.52237636196789,,temperature
Jackson Square,Orange,Orange,83.41240000000006,85.30908557654436,81.51571442345576,,temperature
Kendall/MIT,Ashmont/Braintree,Red,81.77033333333338,82.95295528553035,80.58771138113642,,temperature
Kenmore,B/C/D,Green,81.7592101167317,85.74909605194226,77.76932418152109,,temperature
Kent Street,C,Green,80.81536842105264,80.84466235392148,80.7860744881838,,temperature
Lechmere,E,Green,80.43243428571424,81.57128719971907,79.29358137170941,,temperature
Longwood,D,Green,78.43695454545455,78.46031604669614,78.41359304421297,,temperature
Longwood Medical Area,E,Green,81.69088888888894,83.09273651619597,80.2890412615819,,temperature
Malden Center,Orange,Orange,84.4865541401273,84.98752904091249,83.98557923934213,,temperature
Massachusetts Ave,Orange,Orange,82.8243555555555,85.17425868619368,80.47445242491733,,temperature
Maverick,Blue,Blue,84.09738297872345,84.82020638469872,83.37455957274814,,temperature
Mission Park,E,Green,80.81952173913041,81.91759390310446,79.72144957515636,,temperature
Museum Of Fine Arts,E,Green,81.26468518518517,82.3855942640906,80.14377610627973,,temperature
Newton Centre,D,Green,79.61780487804872,79.83367917243228,79.40193058366515,,temperature
Newton Highlands,D,Green,79.32072727272723,79.7922471982544,78.84920734720006,,temperature
North Station,C/E,Green,82.61931674208172,84.65063650544656,80.58799697871687,,temperature
North Station,Orange,Orange,82.61931674208172,84.65063650544656,80.58799697871687,,temperature
Northeastern,E,Green,79.45473451327433,81.91893442695863,76.99053459959003,,temperature
Oak Grove,Orange,Orange,84.56044262295106,84.87069184426402,84.2501934016381,,temperature
Orient Heights,Blue,Blue,85.35626666666667,86.87982876028391,83.83270457304944,,temperature
Packards Corner,B,Green,85.4036666666667,88.13966357280943,82.66766976052399,,temperature
Park Street,Ashmont/Braintree,Red,81.73118343195256,83.16320684081617,80.29916002308894,,temperature
Park Street,B/C/D/E,Green,81.73118343195256,83.16320684081617,80.29916002308894,,temperature
Pleasant Street,B,Green,82.3183921568628,85.05597091246733,79.58081340125827,,temperature
Porter,Ashmont/Braintree,Red,80.35027868852455,80.70481073367456,79.99574664337455,,temperature
Prudential,E,Green,78.94825477706985,81.35269546288343,76.5438140912563,,temperature
Reservoir,D,Green,79.62614285714288,79.80577283396029,79.44651288032546,,temperature
Revere Beach,Blue,Blue,85.67984848484845,87.16602102532812,84.19367594436878,,temperature
Riverside,D,Green,78.36708333333334,79.51405241893823,77.22011424772845,,temperature
Riverway,E,Green,81.83707499999993,83.47239324531536,80.2017567546845,,temperature
Roxbury Crossing,Orange,Orange,83.34230645161284,85.19948733644179,81.48512556678388,,temperature
Ruggles,Orange,Orange,84.5394285714286,84.95898239751887,84.1198747453383,,temperature
Saint Marys Street,C,Green,80.04413043478252,81.37465552919231,78.71360534037271,,temperature
Saint Paul Street B,B,Green,85.95428571428567,89.31391398613363,82.59465744243772,,temperature
Saint Paul Street C,C,Green,79.76401415094341,80.72633996446125,78.80168833742555,,temperature
Savin Hill,Ashmont,Red,83.96900000000002,83.98806466727908,83.94993533272097,,temperature
Science Park,E,Green,80.71615789473684,81.87330725213994,79.55900853733377,,temperature
Shawmut,Ashmont,Red,82.51907142857135,83.57432396805085,81.46381888909184,,temperature
South Station,Ashmont/Braintree,Red,83.6378214285714,83.72429372726619,83.55134912987664,,temperature
State,Blue,Blue,83.4990041322315,84.99042960118507,82.00757866327794,,temperature
State,Orange,Orange,83.4990041322315,84.99042960118507,82.00757866327794,,temperature
Stony Brook,Orange,Orange,82.77411594202896,85.17383871729373,80.37439316676418,,temperature
Suffolk Downs,Blue,Blue,83.80557009345813,85.07064698061477,82.54049320630149,,temperature
Sullivan Square,Orange,Orange,84.02545394736829,85.1959673165931,82.85494057814353,,temperature
Summit Ave/Winchester St,C,Green,78.25974545454552,80.65126501810664,75.8682258909844,,temperature
Symphony,E,Green,80.62232000000003,82.86298461947563,78.38165538052444,,temperature
Tappan Street,C,Green,77.60632142857143,81.45440555214226,73.75823730500059,,temperature
Tufts Medical Center,Orange,Orange,82.55486407766989,84.7588836545043,80.35084450083545,,temperature
Waban,D,Green,80.096,80.096,80.096,,temperature
Warren Street,B,Green,83.48323529411766,85.09750912577232,81.86896146246299,,temperature
Washington Square,C,Green,79.11813000000011,82.35895349758916,75.87730650241106,,temperature
Washington Street,B,Green,82.8670166666667,83.84018731018841,81.89384602314503,,temperature
Wellington,Orange,Orange,84.28235828877007,85.04751945316495,83.51719712437516,,temperature
Wonderland,Blue,Blue,84.36200000000002,84.36200000000002,84.36200000000002,,temperature
Wood Island,Blue,Blue,85.34328235294119,86.36068759144145,84.32587711444094,,temperature
Woodland,D,Green,78.81361111111114,79.91031120757656,77.71691101464572,,temperature
Airport,Blue,Blue,85.2136666666667,85.24651246021546,85.18082087311797,0.0,temperature
Airport,Blue,Blue,82.83893749999999,82.8830970119991,82.79477798800087,1.0,temperature
Allston Street,B,Green,85.68336363636364,85.70606726042357,85.66066001230371,0.0,temperature
Allston Street,B,Green,81.69060975609754,81.72713021478084,81.65408929741425,1.0,temperature
Andrew,Ashmont/Braintree,Red,82.98242857142857,82.99856415765458,82.96629298520256,0.0,temperature
Andrew,Ashmont/Braintree,Red,84.06740909090911,84.09005472349742,84.0447634583208,1.0,temperature
Aquarium,Blue,Blue,83.94123684210524,83.98505306408609,83.89742062012434,0.0,temperature
Aquarium,Blue,Blue,83.27111764705883,83.29328429529706,83.24895099882059,1.0,temperature
Arlington,B/C/D/E,Green,81.47701470588225,82.55538405933545,80.39864535242907,0.0,temperature
Arlington,B/C/D/E,Green,79.83852941176468,81.417427829687,78.25963099384236,1.0,temperature
Assembly,Orange,Orange,84.94462500000003,85.13424739040633,84.75500260959373,0.0,temperature
Assembly,Orange,Orange,83.51711111111095,84.41093135310595,82.62329086911595,1.0,temperature
Babcock Street,B,Green,87.58474999999999,87.60650677234464,87.56299322765534,0.0,temperature
Babcock Street,B,Green,81.16749999999998,81.18865730556917,81.14634269443081,1.0,temperature
Back Bay,Orange,Orange,83.48189999999994,84.50971186736376,82.45408813263613,0.0,temperature
Back Bay,Orange,Orange,82.79209782608687,85.53171760823993,80.05247804393379,1.0,temperature
Back Of The Hill,E,Green,79.57046153846153,79.5829422928766,79.55798078404645,1.0,temperature
Beachmont,Blue,Blue,86.83950000000004,86.85335070775318,86.82564929224688,0.0,temperature
Beachmont,Blue,Blue,83.21141176470586,83.24138479179592,83.18143873761579,1.0,temperature
Beaconsfield,D,Green,80.81633333333333,80.83719139708647,80.79547526958022,0.0,temperature
Beaconsfield,D,Green,79.43499999999997,79.43499999999997,79.43499999999997,1.0,temperature
Blandford Street,B,Green,89.26899999999998,89.26899999999998,89.26899999999998,0.0,temperature
Blandford Street,B,Green,79.42885714285713,79.44447201319998,79.41324227251427,1.0,temperature
Boston College,B,Green,81.46599999999997,81.46599999999997,81.46599999999997,0.0,temperature
Boston College,B,Green,82.441,,,1.0,temperature
Boston University Central,B,Green,88.76939999999996,88.7929439427747,88.74585605722523,0.0,temperature
Boston University Central,B,Green,80.2524333333333,80.28044894884756,80.22441771781904,1.0,temperature
Boston University East,B,Green,79.91175,79.92948696704627,79.89401303295372,1.0,temperature
Boston University West,B,Green,88.55462499999999,88.57752898199665,88.53172101800331,0.0,temperature
Boston University West,B,Green,80.51168750000002,80.53474313922341,80.48863186077661,1.0,temperature
Boylston,B/C/D/E,Green,81.27021212121213,82.14121071325948,80.39921352916477,0.0,temperature
Boylston,B/C/D/E,Green,80.62537142857141,81.94513794280823,79.30560491433457,1.0,temperature
Brandon Hall,C,Green,77.97064285714283,78.35787483989428,77.58341087439142,0.0,temperature
Brandon Hall,C,Green,81.52100000000002,81.54159819686978,81.50040180313026,1.0,temperature
Brigham Circle,E,Green,81.90900000000003,81.90900000000003,81.90900000000003,0.0,temperature
Brigham Circle,E,Green,81.68655782312936,82.94840654910645,80.42470909715226,1.0,temperature
Broadway,Ashmont/Braintree,Red,83.348875,83.37100912195773,83.3267408780423,0.0,temperature
Broadway,Ashmont/Braintree,Red,83.779,83.779,83.779,1.0,temperature
Brookline Hills,D,Green,81.13488888888888,81.15687521856917,81.11290255920859,0.0,temperature
Brookline Hills,D,Green,79.15734782608695,79.17926213999706,79.13543351217686,1.0,temperature
Brookline Village,D,Green,81.39982352941178,81.42297583840602,81.37667122041753,0.0,temperature
Brookline Village,D,Green,78.71617857142857,78.74338566959203,78.68897147326511,1.0,temperature
Central,Ashmont/Braintree,Red,80.41749999999998,80.43847412198646,80.39652587801352,0.0,temperature
Central,Ashmont/Braintree,Red,82.33521739130434,82.3643720829925,82.3060626996162,1.0,temperature
Charles/MGH,Ashmont/Braintree,Red,83.28880000000002,83.3046034806293,83.27299651937075,1.0,temperature
Chestnut Hill,D,Green,79.96300000000002,79.96300000000002,79.96300000000002,0.0,temperature
Chestnut Hill,D,Green,79.43499999999995,79.43499999999995,79.43499999999995,1.0,temperature
Chinatown,Orange,Orange,83.73843750000002,84.38386550927727,83.09300949072278,0.0,temperature
Chinatown,Orange,Orange,82.13667164179088,84.68796956690045,79.5853737166813,1.0,temperature
Chiswick Road,B,Green,83.29900000000002,83.33066791977473,83.26733208022532,0.0,temperature
Cleveland Circle,C,Green,80.668,80.668,80.668,0.0,temperature
Community College,Orange,Orange,84.84390909090912,85.24074086199788,84.44707731982038,0.0,temperature
Community College,Orange,Orange,82.81456060606061,84.42659370486938,81.20252750725184,1.0,temperature
Coolidge Corner,C,Green,78.42202614379073,79.48885121051731,77.35520107706414,0.0,temperature
Coolidge Corner,C,Green,77.47855357142853,79.64108147507305,75.31602566778402,1.0,temperature
Copley,B/C/D/E,Green,81.95827272727277,83.51625270681893,80.40029274772661,0.0,temperature
Copley,B/C/D/E,Green,81.01302150537634,82.11482667416405,79.91121633658867,1.0,temperature
Davis,Ashmont/Braintree,Red,79.76699999999998,79.7898337318532,79.74416626814676,0.0,temperature
Davis,Ashmont/Braintree,Red,79.71002173913044,79.79304502612618,79.6269984521347,1.0,temperature
Dean Road,C,Green,79.89531034482762,79.94171778223053,79.84890290742472,0.0,temperature
Dean Road,C,Green,73.74496666666668,78.53508415564252,68.95484917769085,1.0,temperature
Downtown Crossing,Ashmont/Braintree,Red,83.94769767441872,84.52364676835325,83.3717485804842,0.0,temperature
Downtown Crossing,Ashmont/Braintree,Red,82.40043636363623,84.56197970679494,80.23889302047753,1.0,temperature
Downtown Crossing,Orange,Orange,83.94769767441872,84.52364676835325,83.3717485804842,0.0,temperature
Downtown Crossing,Orange,Orange,82.40043636363623,84.56197970679494,80.23889302047753,1.0,temperature
Eliot,D,Green,79.95480952380952,79.97211160185701,79.93750744576201,1.0,temperature
Englewood Avenue,C,Green,80.30231250000001,80.32895011438269,80.27567488561733,0.0,temperature
Englewood Avenue,C,Green,82.66218749999999,82.67343749999998,82.65093749999998,1.0,temperature
Fairbanks Street,C,Green,78.68554545454545,78.71645617642757,78.65463473266334,0.0,temperature
Fairbanks Street,C,Green,81.68325,81.69624038105677,81.67025961894323,1.0,temperature
Fenway Park,D,Green,81.59246428571429,81.61056376829919,81.57436480312938,0.0,temperature
Fenway Park,D,Green,78.23458181818192,78.25566515450961,78.21349848185422,1.0,temperature
Fenwood Road,E,Green,81.91207142857142,81.92356366197366,81.90057919516919,0.0,temperature
Fenwood Road,E,Green,80.85659574468076,82.36895335795093,79.34423813141059,1.0,temperature
Fields Corner,Ashmont,Red,81.90373684210536,81.94043773995912,81.8670359442516,0.0,temperature
Fields Corner,Ashmont,Red,84.00024999999995,84.01286376798801,83.98763623201187,1.0,temperature
Forest Hills,Orange,Orange,84.6238181818182,84.64472789030711,84.60290847332932,0.0,temperature
Forest Hills,Orange,Orange,84.7745,84.79287117307088,84.75612882692911,1.0,temperature
Government Center,B/C/D/E,Green,82.45469135802477,83.50746885875766,81.40191385729189,0.0,temperature
Government Center,B/C/D/E,Green,81.13328282828286,82.72055475334483,79.54601090322089,1.0,temperature
Government Center,Blue,Blue,82.45469135802477,83.50746885875766,81.40191385729189,0.0,temperature
Government Center,Blue,Blue,81.13328282828286,82.72055475334483,79.54601090322089,1.0,temperature
Green Street,Orange,Orange,81.95533333333337,84.75763913679093,79.1530275298758,0.0,temperature
Green Street,Orange,Orange,84.73699999999997,84.75854210992449,84.71545789007546,1.0,temperature
Griggs Street,B,Green,86.03938461538459,86.05911842081902,86.01965080995018,0.0,temperature
Griggs Street,B,Green,81.57053846153846,81.59231235793075,81.54876456514617,1.0,temperature
Harvard,Ashmont/Braintree,Red,80.05421428571425,80.0660162226013,80.0424123488272,0.0,temperature
Harvard,Ashmont/Braintree,Red,81.4948666666667,81.5354993639923,81.4542339693411,1.0,temperature
Harvard Avenue,B,Green,86.51428395061727,86.61771173152842,86.41085616970615,0.0,temperature
Harvard Avenue,B,Green,81.35688888888889,81.37866278528121,81.33511499249657,1.0,temperature
Hawes Street,C,Green,81.217,81.23981916487767,81.19418083512231,0.0,temperature
Hawes Street,C,Green,79.6299270833333,79.73551149653619,79.52434267013041,1.0,temperature
Haymarket,C/E,Green,83.67432710280362,85.28699450394724,82.06165970165999,0.0,temperature
Haymarket,C/E,Green,81.99038405797093,84.13019276189264,79.85057535404924,1.0,temperature
Haymarket,Orange,Orange,83.67432710280362,85.28699450394724,82.06165970165999,0.0,temperature
Haymarket,Orange,Orange,81.99038405797093,84.13019276189264,79.85057535404924,1.0,temperature
Heath Street,E,Green,82.26299999999998,82.29667491648097,82.22932508351902,0.0,temperature
